"CODE","NAME","DATE","mean","median","sd","min","max"
311265,"Capitão Andrade","2016-10-31",0.3654,0.368,0.0791,0.168,0.568
311270,"Capitão Enéas","2016-10-31",0.2533,0.236,0.1307,0.048,0.8
311280,"Capitólio","2016-10-31",0.4499,0.472,0.1193,0,0.8
311290,"Caputira","2016-10-31",0.4918,0.488,0.052,0.34,0.668
311300,"Caraí","2016-10-31",0.5046,0.496,0.0952,0.244,0.856
311310,"Caranaíba","2016-10-31",0.55,0.538,0.0887,0.332,0.868
311320,"Carandaí","2016-10-31",0.5018,0.496,0.0816,0.232,0.896
311330,"Carangola","2016-10-31",0.5297,0.512,0.0812,0.328,0.904
311340,"Caratinga","2016-10-31",0.4651,0.448,0.1041,0.184,0.916
311350,"Carbonita","2016-10-31",0.4432,0.424,0.1292,0.08,0.908
311360,"Careaçu","2016-10-31",0.5371,0.524,0.0834,0.352,0.884
311370,"Carlos Chagas","2016-10-31",0.2551,0.24,0.1072,0.048,0.736
311380,"Carmésia","2016-10-31",0.6026,0.6,0.0994,0.352,0.856
311390,"Carmo da Cachoeira","2016-10-31",0.5804,0.576,0.0831,0.364,0.892
311400,"Carmo da Mata","2016-10-31",0.5426,0.532,0.0741,0.332,0.852
311410,"Carmo de Minas","2016-10-31",0.6193,0.588,0.1274,0.3,0.948
311420,"Carmo do Cajuru","2016-10-31",0.5007,0.5,0.0753,0.164,0.764
311430,"Carmo do Paranaíba","2016-10-31",0.4223,0.42,0.0884,0.124,0.92
311440,"Carmo do Rio Claro","2016-10-31",0.4822,0.508,0.1431,0,0.868
311450,"Carmópolis de Minas","2016-10-31",0.5169,0.5,0.0848,0.3,0.9
311455,"Carneirinho","2016-10-31",0.3688,0.384,0.1135,0,0.88
311460,"Carrancas","2016-10-31",0.4697,0.46,0.1188,0.04,0.992
311470,"Carvalhópolis","2016-10-31",0.5646,0.56,0.0615,0.408,0.78
311480,"Carvalhos","2016-10-31",0.6293,0.604,0.1122,0.384,0.952
311490,"Casa Grande","2016-10-31",0.4321,0.422,0.0728,0.284,0.868
311500,"Cascalho Rico","2016-10-31",0.3845,0.424,0.1415,0,0.704
311510,"Cássia","2016-10-31",0.5455,0.56,0.1254,0,0.908
311520,"Conceição da Barra de Minas","2016-10-31",0.4714,0.464,0.07,0.2,0.788
311530,"Cataguases","2016-10-31",0.5208,0.516,0.0678,0.304,0.872
311535,"Catas Altas","2016-10-31",0.6372,0.628,0.1608,0.284,0.98
311540,"Catas Altas da Noruega","2016-10-31",0.629,0.616,0.1101,0.396,0.916
311545,"Catuji","2016-10-31",0.5425,0.532,0.0826,0.312,0.88
311547,"Catuti","2016-10-31",0.2499,0.244,0.0879,0.072,0.46
311550,"Caxambu","2016-10-31",0.5755,0.564,0.08,0.344,0.936
311560,"Cedro do Abaeté","2016-10-31",0.4253,0.424,0.0806,0.14,0.716
311570,"Central de Minas","2016-10-31",0.2252,0.224,0.0545,0.092,0.424
311580,"Centralina","2016-10-31",0.4654,0.468,0.1134,0.128,0.848
311590,"Chácara","2016-10-31",0.5362,0.508,0.0984,0.388,0.944
311600,"Chalé","2016-10-31",0.4831,0.48,0.0617,0.324,0.664
311610,"Chapada do Norte","2016-10-31",0.4219,0.416,0.1301,0.124,0.884
311615,"Chapada Gaúcha","2016-10-31",0.3548,0.368,0.0891,0.032,0.632
311620,"Chiador","2016-10-31",0.5524,0.528,0.1046,0.24,0.896
311630,"Cipotânea","2016-10-31",0.5346,0.518,0.0775,0.368,0.848
311640,"Claraval","2016-10-31",0.5862,0.596,0.0797,0.248,0.8
311650,"Claro dos Poções","2016-10-31",0.3808,0.372,0.1034,0.108,0.788
311660,"Cláudio","2016-10-31",0.506,0.5,0.0897,0.164,0.88
311670,"Coimbra","2016-10-31",0.4353,0.428,0.0526,0.292,0.648
311680,"Coluna","2016-10-31",0.538,0.536,0.0815,0.32,0.792
311690,"Comendador Gomes","2016-10-31",0.5193,0.512,0.0986,0.18,0.916
311700,"Comercinho","2016-10-31",0.4188,0.424,0.1029,0.108,0.752
311710,"Conceição da Aparecida","2016-10-31",0.5276,0.528,0.0886,0.004,0.836
311720,"Conceição das Pedras","2016-10-31",0.6687,0.644,0.1197,0.424,0.976
311730,"Conceição das Alagoas","2016-10-31",0.4034,0.42,0.129,0.004,0.92
311740,"Conceição de Ipanema","2016-10-31",0.4504,0.444,0.0548,0.284,0.64
311750,"Conceição do Mato Dentro","2016-10-31",0.4837,0.48,0.1528,0.116,0.924
311760,"Conceição do Pará","2016-10-31",0.4819,0.484,0.0809,0.144,0.772
311770,"Conceição do Rio Verde","2016-10-31",0.5477,0.536,0.1193,0.244,0.956
311780,"Conceição dos Ouros","2016-10-31",0.5528,0.532,0.1076,0.308,0.932
311783,"Cônego Marinho","2016-10-31",0.3535,0.352,0.0635,0.124,0.588
311787,"Confins","2016-10-31",0.4545,0.454,0.1453,0.096,0.884
311790,"Congonhal","2016-10-31",0.573,0.552,0.0886,0.384,0.904
311800,"Congonhas","2016-10-31",0.4894,0.476,0.1391,0.08,0.928
311810,"Congonhas do Norte","2016-10-31",0.3516,0.344,0.1185,0.116,0.708
311820,"Conquista","2016-10-31",0.5029,0.504,0.1137,0.152,0.856
311830,"Conselheiro Lafaiete","2016-10-31",0.4514,0.44,0.1054,0.124,0.924
311840,"Conselheiro Pena","2016-10-31",0.3134,0.304,0.1084,0.06,0.808
311850,"Consolação","2016-10-31",0.5476,0.536,0.0646,0.424,0.86
311860,"Contagem","2016-10-31",0.3797,0.398,0.1805,0.076,0.776
311870,"Coqueiral","2016-10-31",0.5084,0.516,0.0723,0.16,0.716
311880,"Coração de Jesus","2016-10-31",0.3912,0.388,0.087,0.108,0.9
311890,"Cordisburgo","2016-10-31",0.4144,0.416,0.085,0.08,0.816
311900,"Cordislândia","2016-10-31",0.5274,0.524,0.0887,0.216,0.888
311910,"Corinto","2016-10-31",0.3988,0.392,0.1077,0.108,0.924
311920,"Coroaci","2016-10-31",0.5111,0.492,0.122,0.244,0.932
311930,"Coromandel","2016-10-31",0.3434,0.348,0.1198,0.052,0.816
311940,"Coronel Fabriciano","2016-10-31",0.5922,0.586,0.1486,0.196,0.948
311950,"Coronel Murta","2016-10-31",0.3474,0.34,0.1105,0.092,0.756
311960,"Coronel Pacheco","2016-10-31",0.5391,0.524,0.0777,0.408,0.868
311970,"Coronel Xavier Chaves","2016-10-31",0.4722,0.464,0.0893,0.256,0.936
311980,"Córrego Danta","2016-10-31",0.4835,0.468,0.0974,0.156,0.92
311990,"Córrego do Bom Jesus","2016-10-31",0.5607,0.544,0.0807,0.312,0.84
311995,"Córrego Fundo","2016-10-31",0.5203,0.52,0.0749,0.232,0.764
312000,"Córrego Novo","2016-10-31",0.5293,0.484,0.1284,0.276,0.916
312010,"Couto de Magalhães de Minas","2016-10-31",0.4155,0.408,0.107,0.16,0.844
312015,"Crisólita","2016-10-31",0.4162,0.408,0.1439,0.108,0.86
312020,"Cristais","2016-10-31",0.4483,0.48,0.1461,0,0.84
312030,"Cristália","2016-10-31",0.4042,0.4,0.1058,0.044,0.836
312040,"Cristiano Otoni","2016-10-31",0.4769,0.46,0.1045,0.26,0.896
312050,"Cristina","2016-10-31",0.6601,0.64,0.1161,0.448,0.976
312060,"Crucilândia","2016-10-31",0.4816,0.48,0.0418,0.368,0.644
312070,"Cruzeiro da Fortaleza","2016-10-31",0.398,0.4,0.0908,0.104,0.636
312080,"Cruzília","2016-10-31",0.5375,0.516,0.1091,0.288,0.972
312083,"Cuparaque","2016-10-31",0.2814,0.28,0.075,0.124,0.58
312087,"Curral de Dentro","2016-10-31",0.5749,0.56,0.1327,0.188,0.948
312090,"Curvelo","2016-10-31",0.3818,0.376,0.1109,0.056,0.86
312100,"Datas","2016-10-31",0.316,0.308,0.0783,0.128,0.744
312110,"Delfim Moreira","2016-10-31",0.7468,0.754,0.1412,0.404,0.984
312120,"Delfinópolis","2016-10-31",0.4665,0.464,0.1238,0,0.888
312125,"Delta","2016-10-31",0.4559,0.464,0.0947,0.18,0.672
312130,"Descoberto","2016-10-31",0.5088,0.496,0.0962,0.288,0.84
312140,"Desterro de Entre Rios","2016-10-31",0.4642,0.464,0.0626,0.3,0.836
312150,"Desterro do Melo","2016-10-31",0.532,0.524,0.0664,0.4,0.768
312160,"Diamantina","2016-10-31",0.3705,0.36,0.1107,0.088,0.928
312170,"Diogo de Vasconcelos","2016-10-31",0.533,0.516,0.081,0.352,0.788
312180,"Dionísio","2016-10-31",0.5978,0.56,0.1317,0.348,0.916
312190,"Divinésia","2016-10-31",0.5119,0.5,0.0799,0.308,0.78
312200,"Divino","2016-10-31",0.5447,0.528,0.0704,0.384,0.828
312210,"Divino das Laranjeiras","2016-10-31",0.2603,0.256,0.0617,0.124,0.464
312220,"Divinolândia de Minas","2016-10-31",0.5619,0.544,0.0884,0.408,0.912
312230,"Divinópolis","2016-10-31",0.4838,0.484,0.0812,0.108,0.824
312235,"Divisa Alegre","2016-10-31",0.6537,0.66,0.1191,0.304,0.88
312240,"Divisa Nova","2016-10-31",0.5358,0.536,0.0928,0.272,0.848
312245,"Divisópolis","2016-10-31",0.6633,0.672,0.1064,0.324,0.908
312247,"Dom Bosco","2016-10-31",0.3331,0.336,0.0956,0.048,0.652
312250,"Dom Cavati","2016-10-31",0.3719,0.364,0.0617,0.232,0.52
312260,"Dom Joaquim","2016-10-31",0.62,0.612,0.1128,0.34,0.924
312270,"Dom Silvério","2016-10-31",0.5344,0.524,0.071,0.392,0.776
312280,"Dom Viçoso","2016-10-31",0.6246,0.592,0.1205,0.38,0.94
312290,"Dona Eusébia","2016-10-31",0.4895,0.472,0.0813,0.348,0.788
312300,"Dores de Campos","2016-10-31",0.481,0.48,0.0566,0.28,0.692
312310,"Dores de Guanhães","2016-10-31",0.5752,0.56,0.0905,0.356,0.928
312320,"Dores do Indaiá","2016-10-31",0.3894,0.384,0.0932,0.144,0.832
312330,"Dores do Turvo","2016-10-31",0.5383,0.52,0.0799,0.384,0.912
312340,"Doresópolis","2016-10-31",0.5098,0.496,0.0759,0.228,0.72
312350,"Douradoquara","2016-10-31",0.4002,0.408,0.1032,0.08,0.692
312352,"Durandé","2016-10-31",0.515,0.512,0.0568,0.364,0.768
312360,"Elói Mendes","2016-10-31",0.5348,0.54,0.0737,0.144,0.856
312370,"Engenheiro Caldas","2016-10-31",0.3427,0.34,0.0654,0.152,0.536
312380,"Engenheiro Navarro","2016-10-31",0.3453,0.348,0.1093,0.088,0.796
312385,"Entre Folhas","2016-10-31",0.3805,0.382,0.0508,0.24,0.588
312390,"Entre Rios de Minas","2016-10-31",0.4745,0.468,0.0722,0.276,0.908
312400,"Ervália","2016-10-31",0.5145,0.492,0.0997,0.304,0.956
312410,"Esmeraldas","2016-10-31",0.5195,0.508,0.0921,0.184,0.888
312420,"Espera Feliz","2016-10-31",0.5803,0.556,0.1,0.276,0.916
312430,"Espinosa","2016-10-31",0.2267,0.212,0.0929,0.028,0.576
312440,"Espírito Santo do Dourado","2016-10-31",0.5536,0.548,0.1067,0.236,0.924
312450,"Estiva","2016-10-31",0.5562,0.552,0.0631,0.404,0.848
312460,"Estrela Dalva","2016-10-31",0.538,0.524,0.0699,0.38,0.832
312470,"Estrela do Indaiá","2016-10-31",0.4418,0.436,0.0677,0.176,0.84
312480,"Estrela do Sul","2016-10-31",0.5296,0.496,0.154,0.084,0.968
312490,"Eugenópolis","2016-10-31",0.5122,0.504,0.0674,0.352,0.76
312500,"Ewbank da Câmara","2016-10-31",0.5643,0.536,0.1117,0.34,0.912
312510,"Extrema","2016-10-31",0.6553,0.624,0.1277,0.28,0.98
312520,"Fama","2016-10-31",0.4538,0.48,0.1091,0.064,0.616
312530,"Faria Lemos","2016-10-31",0.5415,0.524,0.0974,0.328,0.904
312540,"Felício dos Santos","2016-10-31",0.5056,0.496,0.1334,0.184,0.848
312550,"São Gonçalo do Rio Preto","2016-10-31",0.4302,0.428,0.1226,0.184,0.844
312560,"Felisburgo","2016-10-31",0.4979,0.492,0.0953,0.228,0.896
312570,"Felixlândia","2016-10-31",0.3416,0.344,0.1313,0,0.848
312580,"Fernandes Tourinho","2016-10-31",0.3437,0.336,0.0726,0.1,0.652
312590,"Ferros","2016-10-31",0.5782,0.56,0.1087,0.344,0.948
312595,"Fervedouro","2016-10-31",0.5804,0.54,0.1087,0.412,0.924
312600,"Florestal","2016-10-31",0.5489,0.54,0.0902,0.328,0.888
312610,"Formiga","2016-10-31",0.5042,0.52,0.1295,0,0.884
312620,"Formoso","2016-10-31",0.3245,0.328,0.0996,0.02,0.656
312630,"Fortaleza de Minas","2016-10-31",0.5845,0.576,0.0808,0.36,0.92
312640,"Fortuna de Minas","2016-10-31",0.4649,0.464,0.0763,0.22,0.724
312650,"Francisco Badaró","2016-10-31",0.2884,0.26,0.1222,0.08,0.844
312660,"Francisco Dumont","2016-10-31",0.3819,0.38,0.1141,0.104,0.92
312670,"Francisco Sá","2016-10-31",0.3367,0.332,0.112,0.056,0.896
312675,"Franciscópolis","2016-10-31",0.2986,0.288,0.0926,0.08,0.748
312680,"Frei Gaspar","2016-10-31",0.2725,0.26,0.0849,0.092,0.588
312690,"Frei Inocêncio","2016-10-31",0.2549,0.248,0.0747,0.096,0.568
312695,"Frei Lagonegro","2016-10-31",0.5412,0.528,0.0768,0.388,0.792
312700,"Fronteira","2016-10-31",0.3849,0.4,0.1112,0,0.692
312705,"Fronteira dos Vales","2016-10-31",0.5576,0.544,0.1184,0.304,0.912
312707,"Fruta de Leite","2016-10-31",0.3747,0.368,0.0789,0.112,0.72
312710,"Frutal","2016-10-31",0.4316,0.436,0.1269,0,0.964
312720,"Funilândia","2016-10-31",0.4547,0.456,0.0771,0.24,0.752
312730,"Galiléia","2016-10-31",0.3001,0.288,0.088,0.092,0.596
312733,"Gameleiras","2016-10-31",0.2216,0.216,0.083,0.048,0.512
312735,"Glaucilândia","2016-10-31",0.3319,0.324,0.075,0.184,0.668
312737,"Goiabeira","2016-10-31",0.2649,0.264,0.0545,0.124,0.42
312738,"Goianá","2016-10-31",0.512,0.496,0.099,0.324,0.844
312740,"Gonçalves","2016-10-31",0.6505,0.62,0.1296,0.412,0.98
312750,"Gonzaga","2016-10-31",0.5201,0.504,0.0773,0.364,0.836
312760,"Gouveia","2016-10-31",0.3354,0.332,0.0688,0.1,0.744
312770,"Governador Valadares","2016-10-31",0.3682,0.36,0.1018,0.12,0.76
312780,"Grão Mogol","2016-10-31",0.3792,0.368,0.1071,0.044,0.916
312790,"Grupiara","2016-10-31",0.3381,0.376,0.147,0.008,0.692
312800,"Guanhães","2016-10-31",0.5821,0.564,0.1025,0.316,0.936
312810,"Guapé","2016-10-31",0.4312,0.468,0.1453,0,0.808
312820,"Guaraciaba","2016-10-31",0.5263,0.52,0.0879,0.292,0.8
312825,"Guaraciama","2016-10-31",0.3692,0.36,0.0943,0.168,0.808
312830,"Guaranésia","2016-10-31",0.6044,0.604,0.1014,0.24,0.9
312840,"Guarani","2016-10-31",0.4401,0.432,0.0895,0.26,0.84
312850,"Guarará","2016-10-31",0.5022,0.496,0.0595,0.34,0.796
312860,"Guarda-Mor","2016-10-31",0.3045,0.3,0.1146,0.032,0.712
312870,"Guaxupé","2016-10-31",0.621,0.618,0.1073,0.24,0.924
312880,"Guidoval","2016-10-31",0.4246,0.404,0.0991,0.24,0.788
312890,"Guimarânia","2016-10-31",0.4273,0.424,0.1002,0.104,0.832
312900,"Guiricema","2016-10-31",0.4576,0.452,0.0785,0.268,0.752
312910,"Gurinhatã","2016-10-31",0.4308,0.428,0.0839,0.16,0.824
312920,"Heliodora","2016-10-31",0.6284,0.604,0.1225,0.352,0.892
312930,"Iapu","2016-10-31",0.3853,0.388,0.0777,0.16,0.668
312940,"Ibertioga","2016-10-31",0.5246,0.504,0.0894,0.324,0.96
312950,"Ibiá","2016-10-31",0.4532,0.452,0.0914,0.064,0.936
312960,"Ibiaí","2016-10-31",0.3384,0.336,0.0785,0.128,0.708
312965,"Ibiracatu","2016-10-31",0.2726,0.268,0.0687,0.1,0.584
312970,"Ibiraci","2016-10-31",0.5577,0.58,0.1264,0,0.888
312980,"Ibirité","2016-10-31",0.4283,0.464,0.1698,0.076,0.852
312990,"Ibitiúra de Minas","2016-10-31",0.599,0.596,0.0729,0.472,0.832
313000,"Ibituruna","2016-10-31",0.5064,0.504,0.085,0.112,0.764
313005,"Icaraí de Minas","2016-10-31",0.3267,0.324,0.0805,0.1,0.568
313010,"Igarapé","2016-10-31",0.5044,0.48,0.1122,0.3,0.852
313020,"Igaratinga","2016-10-31",0.4824,0.472,0.0724,0.328,0.872
313030,"Iguatama","2016-10-31",0.4452,0.448,0.0916,0.104,0.776
313040,"Ijaci","2016-10-31",0.4619,0.47,0.095,0.112,0.748
313050,"Ilicínea","2016-10-31",0.5124,0.52,0.0986,0.1,0.82
313055,"Imbé de Minas","2016-10-31",0.4522,0.452,0.0659,0.288,0.684
313060,"Inconfidentes","2016-10-31",0.5971,0.592,0.0599,0.44,0.824
313065,"Indaiabira","2016-10-31",0.3752,0.356,0.1154,0.096,0.868
313070,"Indianópolis","2016-10-31",0.5258,0.52,0.1575,0.14,0.968
313080,"Ingaí","2016-10-31",0.5006,0.496,0.0792,0.268,0.908
313090,"Inhapim","2016-10-31",0.3839,0.388,0.0733,0.156,0.672
313100,"Inhaúma","2016-10-31",0.4646,0.464,0.0728,0.22,0.724
313110,"Inimutaba","2016-10-31",0.3649,0.36,0.0705,0.2,0.784
313115,"Ipaba","2016-10-31",0.5098,0.484,0.1216,0.272,0.78
313120,"Ipanema","2016-10-31",0.4416,0.432,0.0664,0.204,0.784
313130,"Ipatinga","2016-10-31",0.5045,0.504,0.1388,0.144,0.908
313140,"Ipiaçu","2016-10-31",0.3714,0.372,0.1239,0,0.764
313150,"Ipuiúna","2016-10-31",0.5518,0.54,0.1111,0.288,0.944
313160,"Iraí de Minas","2016-10-31",0.4143,0.44,0.1464,0,0.888
313170,"Itabira","2016-10-31",0.566,0.556,0.1341,0.068,0.956
313180,"Itabirinha","2016-10-31",0.2648,0.26,0.0701,0.084,0.464
313190,"Itabirito","2016-10-31",0.5564,0.548,0.1558,0.084,0.96
313200,"Itacambira","2016-10-31",0.3837,0.368,0.0976,0.124,0.904
313210,"Itacarambi","2016-10-31",0.2843,0.28,0.0981,0.036,0.728
313220,"Itaguara","2016-10-31",0.5211,0.512,0.0792,0.336,0.9
313230,"Itaipé","2016-10-31",0.5247,0.516,0.0765,0.324,0.9
313240,"Itajubá","2016-10-31",0.6202,0.584,0.1427,0.164,0.984
313250,"Itamarandiba","2016-10-31",0.5072,0.492,0.1156,0.132,0.928
313260,"Itamarati de Minas","2016-10-31",0.5479,0.542,0.0757,0.376,0.816
313270,"Itambacuri","2016-10-31",0.2703,0.256,0.0896,0.072,0.748
313280,"Itambé do Mato Dentro","2016-10-31",0.4492,0.452,0.0986,0.196,0.828
313290,"Itamogi","2016-10-31",0.6464,0.644,0.0746,0.424,0.888
313300,"Itamonte","2016-10-31",0.7352,0.744,0.1397,0.296,1
313310,"Itanhandu","2016-10-31",0.6381,0.6,0.1265,0.404,0.98
313320,"Itanhomi","2016-10-31",0.3093,0.3,0.088,0.084,0.568
313330,"Itaobim","2016-10-31",0.4173,0.418,0.1404,0.06,0.816
313340,"Itapagipe","2016-10-31",0.4361,0.444,0.0943,0,0.836
313350,"Itapecerica","2016-10-31",0.5583,0.548,0.0757,0.32,0.916
313360,"Itapeva","2016-10-31",0.6057,0.586,0.0895,0.388,0.916
313370,"Itatiaiuçu","2016-10-31",0.5275,0.524,0.088,0.12,0.808
313375,"Itaú de Minas","2016-10-31",0.5678,0.556,0.1179,0.216,0.92
313380,"Itaúna","2016-10-31",0.5209,0.516,0.083,0.18,0.924
313390,"Itaverava","2016-10-31",0.5665,0.544,0.1121,0.356,0.944
313400,"Itinga","2016-10-31",0.3353,0.336,0.1191,0.052,0.816
313410,"Itueta","2016-10-31",0.256,0.248,0.0912,0.06,0.768
313420,"Ituiutaba","2016-10-31",0.4333,0.436,0.1003,0.004,0.848
313430,"Itumirim","2016-10-31",0.4668,0.464,0.0833,0.112,0.828
313440,"Iturama","2016-10-31",0.3789,0.388,0.1089,0,0.824
313450,"Itutinga","2016-10-31",0.4556,0.452,0.0735,0.14,0.892
313460,"Jaboticatubas","2016-10-31",0.4533,0.46,0.1074,0.172,0.908
313470,"Jacinto","2016-10-31",0.4861,0.468,0.1092,0.2,0.836
313480,"Jacuí","2016-10-31",0.5676,0.56,0.0697,0.348,0.868
313490,"Jacutinga","2016-10-31",0.6475,0.632,0.1109,0.308,0.988
313500,"Jaguaraçu","2016-10-31",0.5447,0.536,0.0957,0.276,0.824
313505,"Jaíba","2016-10-31",0.2495,0.234,0.1197,0.036,0.856
313507,"Jampruca","2016-10-31",0.2322,0.224,0.0675,0.1,0.568
313510,"Janaúba","2016-10-31",0.1959,0.176,0.0983,0.04,0.632
313520,"Januária","2016-10-31",0.346,0.348,0.0825,0.032,0.712
313530,"Japaraíba","2016-10-31",0.4266,0.432,0.0929,0.176,0.78
313535,"Japonvar","2016-10-31",0.314,0.312,0.0762,0.116,0.648
313540,"Jeceaba","2016-10-31",0.456,0.448,0.0716,0.136,0.832
313545,"Jenipapo de Minas","2016-10-31",0.4986,0.496,0.1156,0.156,0.912
313550,"Jequeri","2016-10-31",0.4735,0.472,0.0702,0.272,0.764
313560,"Jequitaí","2016-10-31",0.3429,0.34,0.1026,0.08,0.876
313570,"Jequitibá","2016-10-31",0.4517,0.448,0.0686,0.272,0.764
313580,"Jequitinhonha","2016-10-31",0.5787,0.576,0.138,0.152,0.956
313590,"Jesuânia","2016-10-31",0.6162,0.592,0.1279,0.336,1
313600,"Joaíma","2016-10-31",0.5127,0.5,0.1144,0.152,0.912
313610,"Joanésia","2016-10-31",0.503,0.496,0.0779,0.312,0.792
313620,"João Monlevade","2016-10-31",0.5979,0.594,0.1393,0.144,0.868
313630,"João Pinheiro","2016-10-31",0.3575,0.352,0.1044,0.044,0.876
313640,"Joaquim Felício","2016-10-31",0.3547,0.352,0.098,0.108,0.844
313650,"Jordânia","2016-10-31",0.6343,0.632,0.0865,0,0.916
313652,"José Gonçalves de Minas","2016-10-31",0.4575,0.448,0.1348,0.08,0.884
313655,"José Raydan","2016-10-31",0.4204,0.424,0.0907,0.18,0.72
313657,"Josenópolis","2016-10-31",0.4381,0.424,0.1382,0.164,0.888
313660,"Nova União","2016-10-31",0.5511,0.552,0.159,0.18,0.98
313665,"Juatuba","2016-10-31",0.5526,0.536,0.1033,0.268,0.888
313670,"Juiz de Fora","2016-10-31",0.5575,0.536,0.1116,0.084,0.968
313680,"Juramento","2016-10-31",0.3789,0.356,0.131,0.124,0.884
313690,"Juruaia","2016-10-31",0.575,0.564,0.0682,0.376,0.868
313695,"Juvenília","2016-10-31",0.2817,0.264,0.1076,0.048,0.704
313700,"Ladainha","2016-10-31",0.5267,0.52,0.0872,0.208,0.904
313710,"Lagamar","2016-10-31",0.3311,0.332,0.0848,0.088,0.636
313720,"Lagoa da Prata","2016-10-31",0.4175,0.424,0.0898,0.176,0.776
313730,"Lagoa dos Patos","2016-10-31",0.3473,0.34,0.0868,0.132,0.816
313740,"Lagoa Dourada","2016-10-31",0.4627,0.46,0.0707,0.248,0.776
313750,"Lagoa Formosa","2016-10-31",0.3989,0.404,0.0704,0.124,0.676
313753,"Lagoa Grande","2016-10-31",0.3488,0.344,0.1048,0.1,0.836
313760,"Lagoa Santa","2016-10-31",0.4926,0.484,0.1111,0.096,0.892
313770,"Lajinha","2016-10-31",0.4938,0.488,0.0732,0.304,0.768
313780,"Lambari","2016-10-31",0.6387,0.616,0.1118,0.344,1
313790,"Lamim","2016-10-31",0.5615,0.552,0.0699,0.408,0.86
313800,"Laranjal","2016-10-31",0.5539,0.548,0.0672,0.328,0.844
313810,"Lassance","2016-10-31",0.4106,0.404,0.1033,0.128,0.908
313820,"Lavras","2016-10-31",0.4869,0.488,0.0802,0.112,0.892
313830,"Leandro Ferreira","2016-10-31",0.4936,0.492,0.0886,0.22,0.8
313835,"Leme do Prado","2016-10-31",0.5395,0.52,0.1508,0.244,0.892
313840,"Leopoldina","2016-10-31",0.5525,0.54,0.0776,0.28,0.88
313850,"Liberdade","2016-10-31",0.6247,0.604,0.1114,0.388,0.952
313860,"Lima Duarte","2016-10-31",0.5989,0.586,0.1041,0.336,0.948
313862,"Limeira do Oeste","2016-10-31",0.388,0.396,0.1003,0.028,0.84
313865,"Lontra","2016-10-31",0.2928,0.292,0.0578,0.152,0.484
313867,"Luisburgo","2016-10-31",0.6434,0.636,0.0807,0.46,0.9
313868,"Luislândia","2016-10-31",0.3283,0.32,0.074,0.144,0.62
313870,"Luminárias","2016-10-31",0.5276,0.508,0.1168,0.156,0.96
313880,"Luz","2016-10-31",0.3929,0.396,0.0802,0.116,0.82
313890,"Machacalis","2016-10-31",0.3176,0.316,0.0865,0.112,0.584
313900,"Machado","2016-10-31",0.5555,0.552,0.0824,0.244,0.832
313910,"Madre de Deus de Minas","2016-10-31",0.4468,0.44,0.1108,0.112,0.856
313920,"Malacacheta","2016-10-31",0.3936,0.396,0.1227,0.128,0.732
313925,"Mamonas","2016-10-31",0.2122,0.172,0.0948,0.076,0.492
313930,"Manga","2016-10-31",0.2438,0.236,0.074,0.048,0.584
313940,"Manhuaçu","2016-10-31",0.5561,0.544,0.0747,0.232,0.892
313950,"Manhumirim","2016-10-31",0.6124,0.608,0.0771,0.4,0.892
313960,"Mantena","2016-10-31",0.2494,0.244,0.0825,0.056,0.46
313970,"Maravilhas","2016-10-31",0.4832,0.472,0.0873,0.284,0.876
313980,"Mar de Espanha","2016-10-31",0.5391,0.512,0.0947,0.352,0.896
313990,"Maria da Fé","2016-10-31",0.6584,0.64,0.1149,0.444,0.984
314000,"Mariana","2016-10-31",0.6178,0.604,0.1484,0.008,0.972
314010,"Marilac","2016-10-31",0.3245,0.328,0.0757,0.108,0.504
314015,"Mário Campos","2016-10-31",0.619,0.62,0.1112,0.212,0.852
314020,"Maripá de Minas","2016-10-31",0.5557,0.532,0.088,0.436,0.884
314030,"Marliéria","2016-10-31",0.6485,0.624,0.1621,0.276,0.924
314040,"Marmelópolis","2016-10-31",0.7387,0.732,0.1177,0.456,0.944
314050,"Martinho Campos","2016-10-31",0.42,0.412,0.0996,0.108,0.876
314053,"Martins Soares","2016-10-31",0.5505,0.546,0.0606,0.392,0.72
314055,"Mata Verde","2016-10-31",0.6558,0.66,0.0772,0.408,0.888
314060,"Materlândia","2016-10-31",0.6056,0.604,0.1079,0.348,0.952
314070,"Mateus Leme","2016-10-31",0.5323,0.52,0.1007,0.12,0.924
314080,"Matias Barbosa","2016-10-31",0.5686,0.536,0.1182,0.328,0.924
314085,"Matias Cardoso","2016-10-31",0.2289,0.222,0.118,0.028,0.728
314090,"Matipó","2016-10-31",0.4944,0.496,0.0554,0.308,0.696
314100,"Mato Verde","2016-10-31",0.2573,0.248,0.1068,0.076,0.556
314110,"Matozinhos","2016-10-31",0.4968,0.488,0.1155,0.096,0.908
314120,"Matutina","2016-10-31",0.4697,0.48,0.0775,0.18,0.748
314130,"Medeiros","2016-10-31",0.438,0.432,0.0861,0.192,0.92
314140,"Medina","2016-10-31",0.4786,0.476,0.1327,0.068,0.904
314150,"Mendes Pimentel","2016-10-31",0.2867,0.28,0.0745,0.124,0.5
314160,"Mercês","2016-10-31",0.5417,0.524,0.0871,0.372,0.852
314170,"Mesquita","2016-10-31",0.4956,0.48,0.0851,0.312,0.852
314180,"Minas Novas","2016-10-31",0.4879,0.468,0.1342,0.156,0.936
314190,"Minduri","2016-10-31",0.5536,0.532,0.1154,0.316,0.992
