"CODE","NAME","DATE","mean","median","sd","min","max"
110001,"Alta Floresta D'Oeste","2016-10-31",0.7556,0.832,0.1616,0,1
110002,"Ariquemes","2016-10-31",0.6594,0.636,0.154,0.132,1
110003,"Cabixi","2016-10-31",0.6007,0.536,0.2144,0.12,1
110004,"Cacoal","2016-10-31",0.638,0.6,0.1546,0.172,0.996
110005,"Cerejeiras","2016-10-31",0.5349,0.48,0.1941,0.108,0.976
110006,"Colorado do Oeste","2016-10-31",0.5905,0.572,0.1221,0.152,0.968
110007,"Corumbiara","2016-10-31",0.5896,0.544,0.2007,0.108,1
110008,"Costa Marques","2016-10-31",0.7777,0.876,0.1636,0.26,0.98
110009,"Espigão D'Oeste","2016-10-31",0.7519,0.788,0.1505,0.24,1
110010,"Guajará-Mirim","2016-10-31",0.8332,0.896,0.1435,0,1
110011,"Jaru","2016-10-31",0.6763,0.664,0.1179,0.28,1
110012,"Ji-Paraná","2016-10-31",0.762,0.792,0.1497,0.216,1
110013,"Machadinho D'Oeste","2016-10-31",0.7778,0.884,0.1812,0.188,1
110014,"Nova Brasilândia D'Oeste","2016-10-31",0.6061,0.576,0.1165,0.168,0.952
110015,"Ouro Preto do Oeste","2016-10-31",0.6847,0.676,0.1031,0.216,0.996
110018,"Pimenta Bueno","2016-10-31",0.6821,0.66,0.177,0.24,1
110020,"Porto Velho","2016-10-31",0.8338,0.896,0.1497,0,1
110025,"Presidente Médici","2016-10-31",0.6136,0.596,0.1114,0.324,0.988
110026,"Rio Crespo","2016-10-31",0.6722,0.66,0.1817,0.132,1
110028,"Rolim de Moura","2016-10-31",0.5476,0.544,0.0825,0.216,0.896
110029,"Santa Luzia D'Oeste","2016-10-31",0.6242,0.592,0.1368,0.304,1
110030,"Vilhena","2016-10-31",0.7989,0.888,0.165,0.108,1
110032,"São Miguel do Guaporé","2016-10-31",0.7428,0.828,0.17,0.148,1
110033,"Nova Mamoré","2016-10-31",0.7818,0.88,0.163,0.04,1
110034,"Alvorada D'Oeste","2016-10-31",0.7341,0.768,0.1641,0.168,1
110037,"Alto Alegre dos Parecis","2016-10-31",0.7114,0.736,0.1756,0.156,1
110040,"Alto Paraíso","2016-10-31",0.665,0.612,0.1851,0.132,1
110045,"Buritis","2016-10-31",0.6803,0.628,0.1645,0.22,1
110050,"Novo Horizonte do Oeste","2016-10-31",0.5813,0.572,0.095,0.168,0.908
110060,"Cacaulândia","2016-10-31",0.7092,0.708,0.1231,0.328,1
110070,"Campo Novo de Rondônia","2016-10-31",0.7404,0.816,0.1656,0.22,0.992
110080,"Candeias do Jamari","2016-10-31",0.786,0.888,0.185,0.008,1
110090,"Castanheiras","2016-10-31",0.5608,0.52,0.1283,0.2,0.952
110092,"Chupinguaia","2016-10-31",0.6589,0.62,0.1967,0.108,1
110094,"Cujubim","2016-10-31",0.8342,0.896,0.1458,0.076,0.98
110100,"Governador Jorge Teixeira","2016-10-31",0.7613,0.872,0.1611,0.328,1
110110,"Itapuã do Oeste","2016-10-31",0.7564,0.888,0.2018,0.008,1
110120,"Ministro Andreazza","2016-10-31",0.6436,0.62,0.1032,0.424,0.988
110130,"Mirante da Serra","2016-10-31",0.6895,0.66,0.1816,0.256,0.964
110140,"Monte Negro","2016-10-31",0.6707,0.644,0.1371,0.328,1
110143,"Nova União","2016-10-31",0.6189,0.604,0.1001,0.376,0.936
110145,"Parecis","2016-10-31",0.6434,0.6,0.178,0.24,1
110146,"Pimenteiras do Oeste","2016-10-31",0.6306,0.584,0.2144,0.1,0.988
110147,"Primavera de Rondônia","2016-10-31",0.574,0.544,0.132,0.244,0.96
110148,"São Felipe D'Oeste","2016-10-31",0.5739,0.556,0.0887,0.364,0.968
110149,"São Francisco do Guaporé","2016-10-31",0.7739,0.872,0.1636,0,1
110150,"Seringueiras","2016-10-31",0.7441,0.852,0.1747,0.188,0.992
110155,"Teixeirópolis","2016-10-31",0.6736,0.676,0.0786,0.432,0.912
110160,"Theobroma","2016-10-31",0.6384,0.624,0.1465,0.224,0.996
110170,"Urupá","2016-10-31",0.6215,0.62,0.0968,0.352,0.944
110175,"Vale do Anari","2016-10-31",0.7516,0.884,0.1918,0.272,1
110180,"Vale do Paraíso","2016-10-31",0.6897,0.684,0.1066,0.4,0.996
120001,"Acrelândia","2016-10-31",0.7661,0.804,0.1358,0.352,0.988
120005,"Assis Brasil","2016-10-31",0.8932,0.896,0.0279,0.536,1
120010,"Brasiléia","2016-10-31",0.8704,0.896,0.0802,0.384,0.988
120013,"Bujari","2016-10-31",0.8289,0.888,0.1085,0.296,0.996
120017,"Capixaba","2016-10-31",0.7507,0.816,0.1588,0.248,0.996
120020,"Cruzeiro do Sul","2016-10-31",0.9039,0.916,0.0606,0.324,1
120025,"Epitaciolândia","2016-10-31",0.8057,0.836,0.1108,0.336,1
120030,"Feijó","2016-10-31",0.9035,0.904,0.0282,0.424,1
120032,"Jordão","2016-10-31",0.9086,0.908,0.017,0.56,0.972
120033,"Mâncio Lima","2016-10-31",0.906,0.92,0.0571,0.396,0.976
120034,"Manoel Urbano","2016-10-31",0.9026,0.904,0.0226,0.476,1
120035,"Marechal Thaumaturgo","2016-10-31",0.9043,0.904,0.0224,0.52,0.996
120038,"Plácido de Castro","2016-10-31",0.7167,0.704,0.1456,0.3,1
120039,"Porto Walter","2016-10-31",0.9121,0.912,0.0251,0.516,1
120040,"Rio Branco","2016-10-31",0.8327,0.892,0.1252,0.22,1
120042,"Rodrigues Alves","2016-10-31",0.9062,0.924,0.0637,0.476,0.992
120043,"Santa Rosa do Purus","2016-10-31",0.8971,0.896,0.0172,0.6,1
120045,"Senador Guiomard","2016-10-31",0.6763,0.652,0.1463,0.22,1
120050,"Sena Madureira","2016-10-31",0.8923,0.9,0.0474,0.412,1
120060,"Tarauacá","2016-10-31",0.9086,0.912,0.0351,0.424,1
120070,"Xapuri","2016-10-31",0.8565,0.896,0.0996,0.388,1
120080,"Porto Acre","2016-10-31",0.7695,0.828,0.1442,0.356,0.996
130002,"Alvarães","2016-10-31",0.8991,0.924,0.1275,0,0.992
130006,"Amaturá","2016-10-31",0.87,0.916,0.1617,0,0.996
130008,"Anamã","2016-10-31",0.8656,0.916,0.1591,0,0.976
130010,"Anori","2016-10-31",0.8251,0.904,0.1897,0,1
130014,"Apuí","2016-10-31",0.9045,0.912,0.0645,0,1
130020,"Atalaia do Norte","2016-10-31",0.9162,0.92,0.0399,0,1
130030,"Autazes","2016-10-31",0.7726,0.888,0.2126,0,1
130040,"Barcelos","2016-10-31",0.8689,0.92,0.145,0,1
130050,"Barreirinha","2016-10-31",0.7735,0.892,0.213,0,0.996
130060,"Benjamin Constant","2016-10-31",0.9095,0.916,0.0514,0,0.984
130063,"Beruri","2016-10-31",0.8586,0.908,0.1486,0,1
130068,"Boa Vista do Ramos","2016-10-31",0.7607,0.86,0.2001,0,1
130070,"Boca do Acre","2016-10-31",0.8772,0.9,0.0887,0.24,1
130080,"Borba","2016-10-31",0.8824,0.904,0.1017,0,1
130083,"Caapiranga","2016-10-31",0.8946,0.92,0.1063,0,0.976
130090,"Canutama","2016-10-31",0.8732,0.904,0.1108,0.008,1
130100,"Carauari","2016-10-31",0.9096,0.912,0.0357,0.392,1
130110,"Careiro","2016-10-31",0.792,0.892,0.1969,0,0.984
130115,"Careiro da Várzea","2016-10-31",0.6389,0.696,0.2656,0,0.984
130120,"Coari","2016-10-31",0.8826,0.916,0.1349,0,1
130130,"Codajás","2016-10-31",0.8781,0.92,0.1506,0,1
130140,"Eirunepé","2016-10-31",0.9084,0.912,0.037,0.444,1
130150,"Envira","2016-10-31",0.9049,0.908,0.0331,0.448,1
130160,"Fonte Boa","2016-10-31",0.878,0.924,0.1527,0,1
130165,"Guajará","2016-10-31",0.9097,0.92,0.0491,0.396,0.984
130170,"Humaitá","2016-10-31",0.8638,0.9,0.1255,0,1
130180,"Ipixuna","2016-10-31",0.9175,0.92,0.0276,0.456,0.984
130185,"Iranduba","2016-10-31",0.6567,0.804,0.3036,0,0.984
130190,"Itacoatiara","2016-10-31",0.7489,0.884,0.2431,0,1
130195,"Itamarati","2016-10-31",0.9074,0.908,0.0261,0.22,0.992
130200,"Itapiranga","2016-10-31",0.8341,0.908,0.189,0,0.972
130210,"Japurá","2016-10-31",0.9071,0.924,0.0942,0,1
130220,"Juruá","2016-10-31",0.8982,0.924,0.117,0,1
130230,"Jutaí","2016-10-31",0.9041,0.916,0.0819,0,1
130240,"Lábrea","2016-10-31",0.8768,0.904,0.1014,0,1
130250,"Manacapuru","2016-10-31",0.7556,0.892,0.2496,0,0.984
130255,"Manaquiri","2016-10-31",0.7918,0.892,0.2078,0,0.976
130260,"Manaus","2016-10-31",0.8288,0.908,0.2034,0,0.98
130270,"Manicoré","2016-10-31",0.8786,0.904,0.1078,0,1
130280,"Maraã","2016-10-31",0.8855,0.924,0.1417,0,1
130290,"Maués","2016-10-31",0.8735,0.904,0.1259,0,1
130300,"Nhamundá","2016-10-31",0.8901,0.92,0.1294,0,1
130310,"Nova Olinda do Norte","2016-10-31",0.834,0.9,0.1761,0,1
130320,"Novo Airão","2016-10-31",0.8719,0.916,0.1465,0,1
130330,"Novo Aripuanã","2016-10-31",0.8906,0.908,0.0847,0,1
130340,"Parintins","2016-10-31",0.7007,0.812,0.2531,0,1
130350,"Pauini","2016-10-31",0.9086,0.908,0.0234,0.436,1
130353,"Presidente Figueiredo","2016-10-31",0.8758,0.912,0.1338,0,1
130356,"Rio Preto da Eva","2016-10-31",0.899,0.908,0.055,0.312,0.968
130360,"Santa Isabel do Rio Negro","2016-10-31",0.9114,0.928,0.0841,0,1
130370,"Santo Antônio do Içá","2016-10-31",0.8964,0.924,0.1201,0,0.996
130380,"São Gabriel da Cachoeira","2016-10-31",0.9082,0.916,0.0577,0,1
130390,"São Paulo de Olivença","2016-10-31",0.9058,0.916,0.0839,0,1
130395,"São Sebastião do Uatumã","2016-10-31",0.8872,0.912,0.1165,0,0.984
130400,"Silves","2016-10-31",0.7845,0.904,0.2435,0,0.976
130406,"Tabatinga","2016-10-31",0.8645,0.92,0.1766,0,0.984
130410,"Tapauá","2016-10-31",0.902,0.912,0.0613,0,1
130420,"Tefé","2016-10-31",0.9052,0.916,0.0797,0,1
130423,"Tonantins","2016-10-31",0.8967,0.92,0.1155,0,1
130426,"Uarini","2016-10-31",0.8782,0.924,0.1604,0,1
130430,"Urucará","2016-10-31",0.8876,0.916,0.1226,0,1
130440,"Urucurituba","2016-10-31",0.6804,0.748,0.2462,0,1
140002,"Amajari","2016-10-31",0.8076,0.916,0.2229,0,1
140005,"Alto Alegre","2016-10-31",0.8515,0.916,0.164,0,1
140010,"Boa Vista","2016-10-31",0.4191,0.328,0.2176,0.02,0.98
140015,"Bonfim","2016-10-31",0.4962,0.396,0.26,0.02,0.98
140017,"Cantá","2016-10-31",0.749,0.872,0.2191,0.044,1
140020,"Caracaraí","2016-10-31",0.8402,0.908,0.1585,0,1
140023,"Caroebe","2016-10-31",0.9137,0.924,0.061,0.212,0.996
140028,"Iracema","2016-10-31",0.8927,0.92,0.1009,0,1
140030,"Mucajaí","2016-10-31",0.8443,0.912,0.1726,0,1
140040,"Normandia","2016-10-31",0.3367,0.3,0.1451,0.068,0.96
140045,"Pacaraima","2016-10-31",0.437,0.352,0.2282,0.08,1
140047,"Rorainópolis","2016-10-31",0.8473,0.904,0.1454,0,1
140050,"São João da Baliza","2016-10-31",0.8941,0.92,0.0813,0.46,0.98
140060,"São Luiz","2016-10-31",0.8626,0.908,0.104,0.424,0.98
140070,"Uiramutã","2016-10-31",0.5201,0.388,0.29,0.088,1
150010,"Abaetetuba","2016-10-31",0.7597,0.856,0.2161,0,1
150013,"Abel Figueiredo","2016-10-31",0.5792,0.524,0.1554,0.18,0.96
150020,"Acará","2016-10-31",0.7684,0.832,0.1673,0,1
150030,"Afuá","2016-10-31",0.7383,0.884,0.2648,0,1
150034,"Água Azul do Norte","2016-10-31",0.7055,0.696,0.1707,0.068,1
150040,"Alenquer","2016-10-31",0.8676,0.92,0.1587,0,1
150050,"Almeirim","2016-10-31",0.889,0.92,0.122,0,1
150060,"Altamira","2016-10-31",0.8647,0.9,0.1209,0,1
150070,"Anajás","2016-10-31",0.8554,0.904,0.1424,0.08,1
150080,"Ananindeua","2016-10-31",0.5686,0.572,0.2529,0,0.984
150085,"Anapu","2016-10-31",0.8571,0.896,0.1223,0,1
150090,"Augusto Corrêa","2016-10-31",0.6204,0.628,0.198,0,0.996
150095,"Aurora do Pará","2016-10-31",0.5598,0.512,0.1656,0.172,0.98
150100,"Aveiro","2016-10-31",0.848,0.9,0.1605,0,1
150110,"Bagre","2016-10-31",0.8613,0.896,0.1298,0,1
150120,"Baião","2016-10-31",0.7615,0.856,0.1877,0,1
150125,"Bannach","2016-10-31",0.7257,0.728,0.1413,0.184,1
150130,"Barcarena","2016-10-31",0.6302,0.744,0.3008,0,0.996
150140,"Belém","2016-10-31",0.557,0.572,0.2959,0,0.984
150145,"Belterra","2016-10-31",0.7094,0.888,0.3101,0,1
150150,"Benevides","2016-10-31",0.6886,0.72,0.197,0,0.976
150157,"Bom Jesus do Tocantins","2016-10-31",0.6246,0.568,0.1924,0,0.992
150160,"Bonito","2016-10-31",0.6097,0.584,0.1209,0.356,0.972
150170,"Bragança","2016-10-31",0.5914,0.568,0.1833,0,0.992
150172,"Brasil Novo","2016-10-31",0.7655,0.848,0.1726,0,1
150175,"Brejo Grande do Araguaia","2016-10-31",0.5124,0.488,0.1322,0.088,0.948
150178,"Breu Branco","2016-10-31",0.5306,0.504,0.2005,0,0.976
150180,"Breves","2016-10-31",0.848,0.908,0.1809,0,1
150190,"Bujaru","2016-10-31",0.7501,0.816,0.1819,0,0.984
150195,"Cachoeira do Piriá","2016-10-31",0.6579,0.624,0.1988,0,0.968
150200,"Cachoeira do Arari","2016-10-31",0.275,0.216,0.188,0,0.98
150210,"Cametá","2016-10-31",0.6485,0.688,0.2365,0,1
150215,"Canaã dos Carajás","2016-10-31",0.6803,0.64,0.1903,0.068,1
150220,"Capanema","2016-10-31",0.5463,0.52,0.121,0.224,0.96
150230,"Capitão Poço","2016-10-31",0.5304,0.496,0.1393,0.172,0.976
150240,"Castanhal","2016-10-31",0.6112,0.584,0.1402,0.164,0.964
150250,"Chaves","2016-10-31",0.6406,0.756,0.2855,0,1
150260,"Colares","2016-10-31",0.7048,0.788,0.2307,0,1
150270,"Conceição do Araguaia","2016-10-31",0.5232,0.508,0.1328,0.028,1
150275,"Concórdia do Pará","2016-10-31",0.7107,0.738,0.143,0.336,0.964
150276,"Cumaru do Norte","2016-10-31",0.7852,0.868,0.1447,0.156,1
150277,"Curionópolis","2016-10-31",0.5833,0.552,0.1383,0.24,1
150280,"Curralinho","2016-10-31",0.8745,0.912,0.1302,0,1
150285,"Curuá","2016-10-31",0.6607,0.736,0.2719,0,0.96
150290,"Curuçá","2016-10-31",0.7116,0.776,0.2091,0,1
150293,"Dom Eliseu","2016-10-31",0.5713,0.532,0.2099,0,1
150295,"Eldorado dos Carajás","2016-10-31",0.4878,0.476,0.0989,0.232,0.944
150300,"Faro","2016-10-31",0.914,0.924,0.0673,0,1
150304,"Floresta do Araguaia","2016-10-31",0.5364,0.52,0.1244,0.028,0.96
150307,"Garrafão do Norte","2016-10-31",0.5401,0.508,0.1249,0.228,0.992
150309,"Goianésia do Pará","2016-10-31",0.6195,0.564,0.2335,0,1
150310,"Gurupá","2016-10-31",0.7418,0.892,0.2807,0,1
150320,"Igarapé-Açu","2016-10-31",0.6073,0.58,0.1382,0.24,0.968
150330,"Igarapé-Miri","2016-10-31",0.7526,0.864,0.2155,0,1
150340,"Inhangapi","2016-10-31",0.663,0.668,0.1817,0,0.972
150345,"Ipixuna do Pará","2016-10-31",0.6973,0.772,0.216,0,1
150350,"Irituia","2016-10-31",0.5425,0.512,0.1225,0.276,0.956
150360,"Itaituba","2016-10-31",0.8777,0.9,0.1016,0,1
150370,"Itupiranga","2016-10-31",0.7034,0.728,0.1901,0,1
150375,"Jacareacanga","2016-10-31",0.8902,0.904,0.0852,0,1
150380,"Jacundá","2016-10-31",0.4928,0.5,0.2039,0,0.992
150390,"Juruti","2016-10-31",0.7451,0.892,0.2574,0,1
150400,"Limoeiro do Ajuru","2016-10-31",0.7387,0.88,0.2518,0,0.996
150405,"Mãe do Rio","2016-10-31",0.5227,0.498,0.1043,0.276,0.876
150410,"Magalhães Barata","2016-10-31",0.7714,0.844,0.2035,0,0.992
150420,"Marabá","2016-10-31",0.7068,0.728,0.2033,0,1
150430,"Maracanã","2016-10-31",0.7221,0.788,0.2012,0,1
150440,"Marapanim","2016-10-31",0.7397,0.812,0.1967,0,0.992
150442,"Marituba","2016-10-31",0.6142,0.588,0.2223,0,0.96
150445,"Medicilândia","2016-10-31",0.837,0.892,0.1269,0.304,1
150450,"Melgaço","2016-10-31",0.8088,0.904,0.2357,0,1
150460,"Mocajuba","2016-10-31",0.6938,0.776,0.2232,0,0.984
150470,"Moju","2016-10-31",0.7548,0.852,0.1947,0,1
150480,"Monte Alegre","2016-10-31",0.7807,0.912,0.2394,0,1
150490,"Muaná","2016-10-31",0.5811,0.592,0.2946,0,0.988
150495,"Nova Esperança do Piriá","2016-10-31",0.6557,0.608,0.2106,0.024,0.984
150497,"Nova Ipixuna","2016-10-31",0.5836,0.56,0.1803,0,0.992
150500,"Nova Timboteua","2016-10-31",0.6455,0.624,0.1427,0.328,0.968
150503,"Novo Progresso","2016-10-31",0.871,0.9,0.0954,0.252,1
150506,"Novo Repartimento","2016-10-31",0.7189,0.804,0.2261,0,1
150510,"Óbidos","2016-10-31",0.8176,0.916,0.2206,0,1
150520,"Oeiras do Pará","2016-10-31",0.8056,0.884,0.1822,0,1
150530,"Oriximiná","2016-10-31",0.8948,0.92,0.1198,0,1
150540,"Ourém","2016-10-31",0.5802,0.544,0.1376,0.284,0.972
150543,"Ourilândia do Norte","2016-10-31",0.8066,0.884,0.1424,0.076,1
150548,"Pacajá","2016-10-31",0.7812,0.86,0.1615,0,1
150549,"Palestina do Pará","2016-10-31",0.4949,0.476,0.1303,0.088,0.948
150550,"Paragominas","2016-10-31",0.705,0.808,0.2208,0,1
150553,"Parauapebas","2016-10-31",0.8016,0.888,0.1724,0.068,1
150555,"Pau D'Arco","2016-10-31",0.668,0.632,0.1544,0.32,1
150560,"Peixe-Boi","2016-10-31",0.6071,0.588,0.1304,0.312,0.944
150563,"Piçarra","2016-10-31",0.5154,0.496,0.1332,0.012,0.968
150565,"Placas","2016-10-31",0.8522,0.892,0.1135,0,1
150570,"Ponta de Pedras","2016-10-31",0.4592,0.408,0.2715,0,0.996
150580,"Portel","2016-10-31",0.8336,0.896,0.1686,0,1
150590,"Porto de Moz","2016-10-31",0.7406,0.888,0.263,0,1
150600,"Prainha","2016-10-31",0.7146,0.86,0.2525,0,1
150610,"Primavera","2016-10-31",0.6798,0.704,0.1504,0.304,0.972
150611,"Quatipuru","2016-10-31",0.5804,0.612,0.2508,0,0.992
150613,"Redenção","2016-10-31",0.6383,0.604,0.1511,0.156,1
150616,"Rio Maria","2016-10-31",0.5875,0.556,0.1445,0.048,1
150618,"Rondon do Pará","2016-10-31",0.619,0.56,0.1928,0,1
150619,"Rurópolis","2016-10-31",0.8405,0.892,0.1344,0,1
150620,"Salinópolis","2016-10-31",0.6729,0.76,0.2384,0,1
150630,"Salvaterra","2016-10-31",0.3125,0.232,0.2145,0.048,0.968
150635,"Santa Bárbara do Pará","2016-10-31",0.7327,0.784,0.1758,0,1
150640,"Santa Cruz do Arari","2016-10-31",0.3509,0.312,0.1648,0,0.956
150650,"Santa Isabel do Pará","2016-10-31",0.6718,0.684,0.1869,0,0.968
150655,"Santa Luzia do Pará","2016-10-31",0.547,0.508,0.1441,0.268,0.992
150658,"Santa Maria das Barreiras","2016-10-31",0.6271,0.6,0.1653,0.028,1
150660,"Santa Maria do Pará","2016-10-31",0.5534,0.532,0.1075,0.24,0.884
150670,"Santana do Araguaia","2016-10-31",0.6691,0.656,0.1829,0.044,1
150680,"Santarém","2016-10-31",0.7084,0.888,0.2936,0,1
150690,"Santarém Novo","2016-10-31",0.6571,0.656,0.1598,0.216,0.984
150700,"Santo Antônio do Tauá","2016-10-31",0.6989,0.74,0.1839,0,1
150710,"São Caetano de Odivelas","2016-10-31",0.7316,0.788,0.1848,0,1
150715,"São Domingos do Araguaia","2016-10-31",0.5188,0.5,0.1119,0.212,0.948
150720,"São Domingos do Capim","2016-10-31",0.6042,0.548,0.1667,0.052,0.972
150730,"São Félix do Xingu","2016-10-31",0.8473,0.9,0.1276,0,1
150740,"São Francisco do Pará","2016-10-31",0.6043,0.584,0.1331,0.308,0.924
150745,"São Geraldo do Araguaia","2016-10-31",0.4984,0.48,0.1183,0.036,0.948
150746,"São João da Ponta","2016-10-31",0.8099,0.84,0.1049,0.428,1
150747,"São João de Pirabas","2016-10-31",0.6869,0.736,0.199,0,0.984
150750,"São João do Araguaia","2016-10-31",0.5291,0.52,0.1608,0,1
150760,"São Miguel do Guamá","2016-10-31",0.6102,0.584,0.1561,0.004,0.972
150770,"São Sebastião da Boa Vista","2016-10-31",0.8565,0.908,0.1493,0,1
150775,"Sapucaia","2016-10-31",0.5859,0.56,0.1253,0.296,0.968
150780,"Senador José Porfírio","2016-10-31",0.8097,0.884,0.1823,0,1
150790,"Soure","2016-10-31",0.2495,0.18,0.1856,0,0.972
150795,"Tailândia","2016-10-31",0.7336,0.828,0.193,0.1,1
150796,"Terra Alta","2016-10-31",0.6793,0.696,0.1377,0.344,0.948
150797,"Terra Santa","2016-10-31",0.6409,0.676,0.2849,0,0.972
150800,"Tomé-Açu","2016-10-31",0.7579,0.84,0.1712,0.18,0.996
150803,"Tracuateua","2016-10-31",0.5783,0.556,0.1857,0,0.992
150805,"Trairão","2016-10-31",0.8848,0.9,0.0905,0,1
150808,"Tucumã","2016-10-31",0.6612,0.608,0.1513,0.236,0.996
150810,"Tucuruí","2016-10-31",0.629,0.64,0.2559,0,0.992
150812,"Ulianópolis","2016-10-31",0.588,0.544,0.2133,0,1
150815,"Uruará","2016-10-31",0.8544,0.896,0.1129,0,1
150820,"Vigia","2016-10-31",0.7225,0.768,0.1814,0,1
150830,"Viseu","2016-10-31",0.6022,0.568,0.1976,0,0.996
150835,"Vitória do Xingu","2016-10-31",0.6098,0.604,0.2231,0,1
150840,"Xinguara","2016-10-31",0.5709,0.548,0.1358,0.012,0.996
160005,"Serra do Navio","2016-10-31",0.9172,0.92,0.0269,0.344,1
160010,"Amapá","2016-10-31",0.7102,0.88,0.2597,0,1
160015,"Pedra Branca do Amapari","2016-10-31",0.9157,0.92,0.0342,0.344,1
160020,"Calçoene","2016-10-31",0.825,0.908,0.1946,0,1
160021,"Cutias","2016-10-31",0.5911,0.56,0.2125,0,0.964
160023,"Ferreira Gomes","2016-10-31",0.7643,0.9,0.2368,0.064,1
160025,"Itaubal","2016-10-31",0.5861,0.62,0.2784,0,0.976
160027,"Laranjal do Jari","2016-10-31",0.9189,0.924,0.0453,0.096,1
160030,"Macapá","2016-10-31",0.6207,0.632,0.256,0,1
160040,"Mazagão","2016-10-31",0.827,0.908,0.1951,0,1
160050,"Oiapoque","2016-10-31",0.8912,0.916,0.1006,0,1
160053,"Porto Grande","2016-10-31",0.7969,0.904,0.2146,0.064,1
160055,"Pracuúba","2016-10-31",0.7994,0.908,0.2229,0,1
160060,"Santana","2016-10-31",0.5914,0.584,0.2615,0,0.984
160070,"Tartarugalzinho","2016-10-31",0.6594,0.756,0.2713,0,1
160080,"Vitória do Jari","2016-10-31",0.7657,0.884,0.2261,0,1
170025,"Abreulândia","2016-10-31",0.5063,0.492,0.1336,0.1,0.964
170030,"Aguiarnópolis","2016-10-31",0.4588,0.456,0.1169,0.1,0.848
170035,"Aliança do Tocantins","2016-10-31",0.4868,0.488,0.1066,0.116,0.904
170040,"Almas","2016-10-31",0.4143,0.412,0.1053,0.052,0.8
170070,"Alvorada","2016-10-31",0.4481,0.448,0.1123,0.116,0.812
170100,"Ananás","2016-10-31",0.5125,0.492,0.128,0.088,0.9
170105,"Angico","2016-10-31",0.4991,0.496,0.1003,0.152,0.86
170110,"Aparecida do Rio Negro","2016-10-31",0.4994,0.508,0.1422,0.076,0.944
170130,"Aragominas","2016-10-31",0.5625,0.544,0.133,0.056,0.96
170190,"Araguacema","2016-10-31",0.5078,0.488,0.1557,0.032,1
170200,"Araguaçu","2016-10-31",0.4612,0.444,0.1274,0.068,0.932
170210,"Araguaína","2016-10-31",0.5532,0.52,0.1485,0.048,0.96
170215,"Araguanã","2016-10-31",0.5327,0.512,0.1272,0.072,0.916
170220,"Araguatins","2016-10-31",0.5058,0.496,0.1136,0.052,0.944
170230,"Arapoema","2016-10-31",0.5002,0.48,0.1142,0.028,0.976
170240,"Arraias","2016-10-31",0.4449,0.456,0.1097,0.084,0.828
170255,"Augustinópolis","2016-10-31",0.4542,0.448,0.0952,0.256,0.82
170270,"Aurora do Tocantins","2016-10-31",0.3058,0.304,0.1129,0.032,0.648
170290,"Axixá do Tocantins","2016-10-31",0.4997,0.484,0.0754,0.36,0.796
170300,"Babaçulândia","2016-10-31",0.4558,0.46,0.1137,0.02,0.856
170305,"Bandeirantes do Tocantins","2016-10-31",0.5384,0.516,0.1127,0.256,0.968
170307,"Barra do Ouro","2016-10-31",0.4892,0.484,0.1075,0.136,0.852
170310,"Barrolândia","2016-10-31",0.5516,0.54,0.1249,0.216,0.956
170320,"Bernardo Sayão","2016-10-31",0.5154,0.5,0.1119,0.052,0.976
170330,"Bom Jesus do Tocantins","2016-10-31",0.5081,0.504,0.1124,0.144,0.888
170360,"Brasilândia do Tocantins","2016-10-31",0.4775,0.472,0.0894,0.192,0.928
170370,"Brejinho de Nazaré","2016-10-31",0.4985,0.496,0.1232,0.116,0.904
170380,"Buriti do Tocantins","2016-10-31",0.5116,0.504,0.0835,0.16,0.844
170382,"Cachoeirinha","2016-10-31",0.5036,0.496,0.0858,0.284,0.876
170384,"Campos Lindos","2016-10-31",0.437,0.46,0.1262,0.068,0.864
170386,"Cariri do Tocantins","2016-10-31",0.4142,0.416,0.1267,0.084,0.824
170388,"Carmolândia","2016-10-31",0.5555,0.542,0.1096,0.332,0.904
170389,"Carrasco Bonito","2016-10-31",0.4579,0.456,0.0739,0.192,0.684
170390,"Caseara","2016-10-31",0.5366,0.516,0.1882,0.028,0.964
170410,"Centenário","2016-10-31",0.4707,0.468,0.0849,0.136,0.844
170460,"Chapada de Areia","2016-10-31",0.5446,0.528,0.1039,0.212,0.96
170510,"Chapada da Natividade","2016-10-31",0.4585,0.46,0.102,0.096,0.792
170550,"Colinas do Tocantins","2016-10-31",0.5055,0.492,0.1077,0.232,0.968
170555,"Combinado","2016-10-31",0.3529,0.336,0.1099,0.172,0.656
170560,"Conceição do Tocantins","2016-10-31",0.4137,0.42,0.0924,0.124,0.684
170600,"Couto de Magalhães","2016-10-31",0.5269,0.504,0.1299,0.028,0.96
170610,"Cristalândia","2016-10-31",0.5422,0.528,0.1446,0.068,0.94
170625,"Crixás do Tocantins","2016-10-31",0.5318,0.52,0.128,0.148,0.928
170650,"Darcinópolis","2016-10-31",0.4642,0.464,0.0958,0.116,0.86
170700,"Dianópolis","2016-10-31",0.3774,0.392,0.1338,0.02,0.844
170710,"Divinópolis do Tocantins","2016-10-31",0.5154,0.5,0.1287,0.124,0.988
170720,"Dois Irmãos do Tocantins","2016-10-31",0.5049,0.488,0.1205,0.148,0.96
170730,"Dueré","2016-10-31",0.5398,0.528,0.1263,0.12,0.952
170740,"Esperantina","2016-10-31",0.5117,0.516,0.1465,0.032,0.9
170755,"Fátima","2016-10-31",0.521,0.512,0.1088,0.18,0.892
